OrderID,Is Business Order?,Purchase Date,SKU,Sell Qty,LineItem Total,Marketplace Fee,Fulfillment Fee
114-5087197-1909844,False,2024-06-04 18:25:34,9M-HFKT-CC95,1,73.99,-11.1,-6.34
113-5729623-5530621,True,2024-06-04 17:59:44,IG-CMBJ-U38U,2,399.98,-60.0,-11.54
114-6392636-6925048,False,2024-06-04 17:50:04,FB-C76T-LUM2,1,133.99,-20.1,-5.28
114-7402048-0985047,True,2024-06-04 17:48:46,4S-MWLC-3LBV,1,197.0,-29.55,-4.55
113-5234795-9428262,True,2024-06-04 17:20:50,OD-KC1Y-XBET,1,80.31,-9.64,-4.87
111-6571183-4280247,False,2024-06-04 17:02:49,RC-D72C-C1ZG,1,164.62,-19.75,-7.24
114-8873242-3138644,False,2024-06-04 16:46:13,F6-WCQ2-SQE8,2,119.98,-18.0,-12.42
111-2437463-9446618,False,2024-06-04 16:19:58,LE-OLKD-W5XW,2,123.98,-18.6,-7.8
111-7705379-4293821,False,2024-06-04 15:35:10,A5-A2GR-S5UN,1,25.01,-3.75,-3.68
112-4295641-8805834,False,2024-06-04 15:19:22,1S-50U2-CBTR,16,1743.84,-261.6,-101.44000000000004
111-5414828-6881867,False,2024-06-04 15:09:35,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-8244116-6439408,False,2024-06-04 13:54:20,F6-WCQ2-SQE8,1,59.99,-9.0,-6.21
111-3819237-4729004,True,2024-06-04 13:43:48,OD-KC1Y-XBET,1,77.99,-9.36,-4.87
112-4431899-7655426,False,2024-06-04 13:27:53,1S-50U2-CBTR,2,217.98,-32.7,-12.68
114-2759124-0198655,False,2024-06-04 12:44:34,9M-HFKT-CC95,1,73.99,-11.1,-6.34
111-0581462-1272229,False,2024-06-04 12:34:59,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-9758806-0186618,False,2024-06-04 12:32:32,A5-AH5O-LY66,1,105.83,-15.87,-5.37
114-1640998-3581806,False,2024-06-04 10:17:02,LE-OLKD-W5XW,1,61.99,-9.3,-3.9
114-1732146-2649036,False,2024-06-04 06:27:12,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-5366036-6876242,False,2024-06-04 06:03:25,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-9027501-1707454,False,2024-06-04 05:11:45,7Z-OUTB-GSD3,1,21.99,-3.3,-3.06
114-3816878-2922620,False,2024-06-04 04:36:55,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-0439357-3531424,False,2024-06-04 04:03:48,YL-5UJ6-XRFA,14,1077.86,-161.7,-54.6
112-8214465-9256268,False,2024-06-04 03:33:49,LM-36P4-UDXL,1,191.99,-28.8,-7.48
113-5993606-2188265,False,2024-06-04 03:32:17,A5-AH5O-LY66,1,105.83,-15.87,-5.37
112-2786455-4336255,False,2024-06-04 03:11:05,A5-AH5O-LY66,3,317.49,-47.61,-16.11
113-5565796-4329805,False,2024-06-04 03:09:27,QG-F35W-2A1W,1,65.99,-9.9,-5.25
114-6075351-7500223,False,2024-06-04 02:33:17,1S-50U2-CBTR,2,217.98,-32.7,-12.68
114-2067907-5870656,False,2024-06-04 02:07:58,1S-50U2-CBTR,2,217.98,-32.7,-12.68
111-0780567-2172248,False,2024-06-04 01:27:31,9M-HFKT-CC95,1,73.99,-11.1,-6.34
112-4604724-3053031,False,2024-06-04 01:20:53,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-9984437-7498658,False,2024-06-04 01:05:46,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-4849767-8901828,False,2024-06-04 01:00:26,A5-AH5O-LY66,1,105.83,-15.87,-5.37
113-5002358-0957008,False,2024-06-04 00:43:28,J0-BD1D-A1WS,1,101.99,-15.3,-5.37
111-7425233-0814625,True,2024-06-04 00:36:32,QG-F35W-2A1W,3,195.99,-29.4,-15.75
114-4439463-0993816,True,2024-06-04 00:30:25,1S-50U2-CBTR,1,102.99,-15.45,-6.34
113-2928921-4444217,False,2024-06-03 23:26:44,J0-BD1D-A1WS,1,101.99,-15.3,-5.37
111-8929757-4906601,False,2024-06-03 23:25:47,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-1908523-2738647,False,2024-06-03 23:13:04,QG-F35W-2A1W,1,65.99,-9.9,-5.25
113-6918519-3985801,True,2024-06-03 22:43:46,QG-F35W-2A1W,1,65.99,-9.9,-5.25
113-7715850-3416259,True,2024-06-03 21:26:00,A5-A2GR-S5UN,1,25.01,-3.75,-3.68
112-1749002-8601007,False,2024-06-03 21:05:47,A5-AH5O-LY66,1,105.83,-15.87,-5.37
113-4441761-8744246,False,2024-06-03 21:03:55,OD-KC1Y-XBET,1,80.31,-9.64,-4.87
111-0060255-0094660,False,2024-06-03 20:52:27,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-1015126-2554661,True,2024-06-03 20:40:48,5Q-RW1O-LROZ,1,162.97,-19.56,-7.24
114-8607743-8427469,False,2024-06-03 20:17:44,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-7606050-0195406,False,2024-06-03 19:09:54,YP-X93Q-E3Q1,1,204.51,-24.54,-7.0
112-8178067-8373019,False,2024-06-03 18:52:50,A5-AH5O-LY66,1,105.83,-15.87,-5.37
114-6335970-6114621,False,2024-06-03 18:48:14,QQ-DJOO-UPTP-stickerless,1,92.99,-11.16,-6.47
113-1958890-2334663,False,2024-06-03 18:35:10,1S-50U2-CBTR,3,326.97,-49.05,-19.02
114-7737733-0185815,False,2024-06-03 18:13:07,YL-5UJ6-XRFA,2,153.98,-23.1,-7.8
112-7912465-2990603,False,2024-06-03 18:08:24,1S-50U2-CBTR,2,217.98,-32.7,-12.68
114-9009076-2968249,True,2024-06-03 17:18:44,5Q-RW1O-LROZ,1,162.97,-19.56,-7.24
113-2954870-6809856,True,2024-06-03 16:48:46,QQ-DJOO-UPTP-stickerless,1,92.06,-11.05,-6.47
112-9889432-7994616,True,2024-06-03 16:32:23,A5-A2GR-S5UN,1,25.01,-3.75,-3.68
111-5666903-7129816,False,2024-06-03 16:25:20,9M-HFKT-CC95,1,73.99,-11.1,-6.34
113-6617771-0294628,False,2024-06-03 15:39:11,QG-F35W-2A1W,1,65.99,-9.9,-5.25
113-2039148-9774600,True,2024-06-03 15:35:05,9M-HFKT-CC95,1,71.99,-10.8,-6.34
114-2679333-8305860,True,2024-06-03 15:14:02,QG-F35W-2A1W,1,65.33,-9.8,-5.25
113-4728481-7809866,False,2024-06-03 15:01:49,VR-9H4J-ELI3,1,286.99,-43.05,-8.84
114-0209529-0857871,False,2024-06-03 14:24:00,QG-F35W-2A1W,1,65.99,-9.9,-5.25
111-6756436-7602646,False,2024-06-03 13:57:16,QQ-DJOO-UPTP-stickerless,1,92.99,-11.16,-6.47
113-6559205-0455428,False,2024-06-03 12:30:43,A5-A2GR-S5UN,1,25.01,-3.75,-3.68
112-9186688-0113865,False,2024-06-03 07:13:08,QG-F35W-2A1W,1,65.99,-9.9,-5.25
113-0861704-3551459,False,2024-06-03 05:47:32,CR-P9VA-6VVD,1,45.99,-6.9,-11.89
112-8251223-6811423,False,2024-06-03 05:06:40,A5-AH5O-LY66,1,107.98,-16.2,-5.37
114-7064789-0009825,False,2024-06-03 04:44:02,Z3-MTFW-2ERI-stickerless,1,107.99,-16.2,-3.9
113-7384838-2374653,False,2024-06-03 04:36:24,OD-KC1Y-XBET,2,160.62,-19.28,-9.74
113-4726270-2040226,False,2024-06-03 04:24:41,A5-A2GR-S5UN,1,25.01,-3.75,-3.68
111-5525752-9544215,False,2024-06-03 03:57:36,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-6834215-0621069,False,2024-06-03 03:41:25,QG-F35W-2A1W,1,65.99,-9.9,-5.25
112-3532631-3285025,False,2024-06-03 03:02:45,4M-EFXB-MYIV-stickerless,1,175.99,-26.4,-6.62
111-7600642-7350619,False,2024-06-03 02:21:15,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-3501272-9649007,False,2024-06-03 01:19:03,A5-AH5O-LY66,2,215.96,-32.4,-10.74
113-8509613-9662635,False,2024-06-03 01:09:10,XG-54BB-AOSZ,1,103.99,-15.6,-9.49
113-3503952-8713855,False,2024-06-03 00:03:24,QG-F35W-2A1W,1,65.99,-9.9,-5.25
112-7005963-9262652,False,2024-06-03 00:02:04,LE-OLKD-W5XW,1,61.99,-9.3,-3.9
114-9349029-8415436,False,2024-06-02 23:52:44,XG-54BB-AOSZ,1,103.99,-15.6,-9.49
113-4374196-1336247,False,2024-06-02 21:34:18,OD-KC1Y-XBET,1,80.31,-9.64,-4.87
114-5665626-6880200,False,2024-06-02 21:28:44,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-3116121-6542653,False,2024-06-02 21:00:56,A5-AH5O-LY66,2,215.96,-32.4,-12.14
114-4690913-4563440,False,2024-06-02 20:42:20,QG-F35W-2A1W,1,65.99,-9.9,-5.25
111-0148755-9323452,False,2024-06-02 20:35:57,1S-50U2-CBTR,2,217.98,-32.7,-12.68
111-0148755-9323452,False,2024-06-02 20:35:57,FB-C76T-LUM2,1,133.99,-20.1,-5.28
111-7525959-6975442,False,2024-06-02 20:32:55,A5-AH5O-LY66,1,107.98,-16.2,-6.07
114-0677514-7825856,False,2024-06-02 20:29:48,CZ-04KS-0DXC,1,127.99,-17.24,-4.55
111-2557930-2750633,False,2024-06-02 20:09:59,5Q-RW1O-LROZ,1,164.62,-19.75,-7.24
111-0288199-0934601,False,2024-06-02 19:02:47,J0-BD1D-A1WS,1,101.99,-15.3,-5.37
113-9005373-8635464,False,2024-06-02 18:18:44,4M-EFXB-MYIV-stickerless,1,175.99,-26.4,-6.62
111-5082572-5734641,False,2024-06-02 18:10:46,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-6475038-4454606,False,2024-06-02 17:28:17,A5-AH5O-LY66,1,107.98,-16.2,-6.07
111-5492160-2263445,True,2024-06-02 17:21:11,YL-5UJ6-XRFA,2,139.98,-21.0,-7.8
111-7111760-6138665,False,2024-06-02 17:14:16,QG-F35W-2A1W,3,197.97,-29.7,-15.75
113-3784229-4914646,False,2024-06-02 17:02:27,OD-KC1Y-XBET,1,80.31,-9.64,-4.87
113-0013813-3376255,False,2024-06-02 17:02:27,4M-EFXB-MYIV-stickerless,1,175.99,-26.4,-6.62
112-1911663-1023455,False,2024-06-02 16:26:34,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-8244705-6643409,False,2024-06-02 16:26:12,QQ-DJOO-UPTP-stickerless,1,92.99,-11.16,-6.47
114-7512571-6784235,False,2024-06-02 16:09:02,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-3254559-2514662,False,2024-06-02 14:53:31,LE-OLKD-W5XW,1,61.99,-9.3,-3.9
113-5051732-0805053,False,2024-06-02 14:32:45,1S-50U2-CBTR,2,217.98,-32.7,-12.68
112-1414198-8137862,False,2024-06-02 14:19:21,QG-F35W-2A1W,2,131.98,-19.8,-10.5
113-5609141-6618602,False,2024-06-02 12:48:42,QQ-DJOO-UPTP-stickerless,1,92.99,-11.16,-6.47
113-4372083-6040242,False,2024-06-02 11:08:40,QQ-DJOO-UPTP-stickerless,1,92.99,-11.16,-6.47
112-5580619-2116262,False,2024-06-02 07:13:57,QG-F35W-2A1W,1,65.99,-9.9,-5.25
112-6428466-8046606,False,2024-06-02 04:56:45,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-9755964-9077820,False,2024-06-02 04:45:09,QG-F35W-2A1W,1,65.99,-9.9,-5.25
112-4662079-6774664,False,2024-06-02 01:23:16,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-3931248-0068244,False,2024-06-02 01:01:47,QG-F35W-2A1W,1,65.99,-9.9,-5.25
114-1562997-5502606,False,2024-06-02 00:55:01,FB-C76T-LUM2,1,133.99,-20.1,-5.28
114-5561015-2625023,False,2024-06-02 00:38:59,RC-D72C-C1ZG,1,164.62,-19.75,-7.24
112-7940619-9853858,False,2024-06-02 00:27:53,IG-CMBJ-U38U,1,201.99,-30.3,-12.76
111-9848740-0332241,False,2024-06-02 00:19:23,A5-AH5O-LY66,2,215.96,-32.4,-12.14
113-5603602-4103447,False,2024-06-02 00:06:29,QG-F35W-2A1W,1,65.99,-9.9,-5.25
111-9681549-5876261,False,2024-06-02 00:05:14,LE-OLKD-W5XW,1,61.99,-9.3,-3.9
112-7609162-8690647,False,2024-06-02 00:00:30,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
111-9765132-4245858,False,2024-06-01 23:33:45,LE-OLKD-W5XW,1,61.99,-9.3,-3.9
114-4926020-6165049,False,2024-06-01 23:27:23,FB-C76T-LUM2,1,133.99,-20.1,-5.28
112-3608917-6449849,False,2024-06-01 23:04:47,BR-A3A5-OD35-stickerless,1,110.99,-16.65,-4.47
114-5880051-8737033,False,2024-06-01 23:04:05,XG-54BB-AOSZ,1,103.99,-15.6,-9.49
113-1379675-2603467,False,2024-06-01 22:58:33,7Z-OUTB-GSD3,1,21.99,-3.3,-3.02
112-1412287-2552249,False,2024-06-01 22:09:49,J0-BD1D-A1WS,1,101.99,-15.3,-5.37
111-4061863-5267425,False,2024-06-01 22:05:08,G7-FG6H-OV5A,1,47.99,-7.2,-6.07
112-0178861-2129815,True,2024-06-01 21:55:57,FB-C76T-LUM2,1,133.99,-20.1,-5.28
111-9090475-0551414,False,2024-06-01 21:42:35,QG-F35W-2A1W,2,131.98,-19.8,-10.5
111-2375981-9778603,False,2024-06-01 21:24:56,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
114-5057164-7937843,False,2024-06-01 20:45:22,QQ-DJOO-UPTP-stickerless,1,92.99,-11.16,-6.47
111-0650175-9578654,False,2024-06-01 20:35:07,FB-C76T-LUM2,1,133.99,-20.1,-5.28
113-1812645-8622658,False,2024-06-01 20:34:06,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-5961141-1658654,False,2024-06-01 20:32:15,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
114-9831935-0247403,False,2024-06-01 20:20:34,QG-F35W-2A1W,1,65.99,-9.9,-5.25
111-8706589-1879410,False,2024-06-01 20:19:51,LE-OLKD-W5XW,1,61.99,-9.3,-3.9
113-7451570-4232209,False,2024-06-01 20:10:13,4M-EFXB-MYIV-stickerless,1,175.99,-26.4,-6.62
114-4911751-0314638,False,2024-06-01 20:07:02,5Q-RW1O-LROZ,1,164.62,-19.75,-7.24
113-9278318-0505864,False,2024-06-01 18:41:18,QG-F35W-2A1W,1,65.99,-9.9,-5.25
111-3218286-7139469,False,2024-06-01 18:40:36,OD-KC1Y-XBET,1,78.99,-9.48,-4.87
114-2929917-0875424,False,2024-06-01 18:35:27,OD-KC1Y-XBET,1,78.99,-9.48,-4.87
114-4623381-8752233,False,2024-06-01 18:16:52,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
114-8427981-0442600,False,2024-06-01 17:58:32,1S-50U2-CBTR,2,217.98,-32.7,-12.68
114-8943236-3509049,False,2024-06-01 17:57:21,QG-F35W-2A1W,2,131.98,-19.8,-10.5
111-4313090-6703450,False,2024-06-01 17:57:18,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-7722584-0818615,False,2024-06-01 17:36:16,OD-KC1Y-XBET,4,315.96,-37.92,-15.6
112-3270921-2573011,False,2024-06-01 16:51:48,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
111-5278147-9825051,False,2024-06-01 16:29:58,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
113-4770170-1958632,False,2024-06-01 15:53:54,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-5268686-8548230,False,2024-06-01 15:41:00,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
112-5693011-8995440,False,2024-06-01 15:02:28,RI-A8IC-1OH7,1,64.99,-9.75,-5.52
114-5369496-0549009,False,2024-06-01 14:20:27,FB-C76T-LUM2,1,133.99,-20.1,-5.28
113-8624268-2665840,False,2024-06-01 14:12:43,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
113-5541929-2233027,False,2024-06-01 14:11:51,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
111-3978546-6309051,False,2024-06-01 13:36:54,FB-C76T-LUM2,1,133.99,-20.1,-5.28
114-3601251-6730637,False,2024-06-01 13:19:00,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-2971106-4342660,False,2024-06-01 12:46:09,J0-BD1D-A1WS,1,101.99,-15.3,-5.37
114-3538731-3907421,False,2024-06-01 11:46:29,FB-C76T-LUM2,1,133.99,-20.1,-5.28
114-9179371-4187434,False,2024-06-01 11:09:54,XG-54BB-AOSZ,1,103.99,-15.6,-9.49
114-7871905-8711451,False,2024-06-01 09:46:50,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
114-1643842-0786646,False,2024-06-01 09:46:50,4M-EFXB-MYIV-stickerless,1,175.99,-26.4,-6.62
112-2721508-9284212,False,2024-06-01 06:54:52,XG-54BB-AOSZ,1,103.99,-15.6,-9.49
111-3209808-0836231,False,2024-06-01 06:41:52,OD-KC1Y-XBET,1,78.99,-9.48,-4.87
112-1355213-7715441,False,2024-06-01 05:43:40,FB-C76T-LUM2,1,133.99,-20.1,-5.28
112-1405662-1405031,False,2024-06-01 05:40:01,FB-C76T-LUM2,1,133.99,-20.1,-5.28
112-0008994-8388233,False,2024-06-01 05:12:40,IG-CMBJ-U38U,1,201.99,-30.3,-5.77
114-1349006-4409069,False,2024-06-01 04:35:09,QG-F35W-2A1W,1,65.99,-9.9,-5.25
111-8894302-5567403,False,2024-06-01 04:33:40,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
111-2678443-2241823,False,2024-06-01 04:10:10,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-3584450-4281036,False,2024-06-01 03:59:43,QG-F35W-2A1W,1,65.99,-9.9,-5.25
111-3159519-2641821,False,2024-06-01 03:56:02,F6-WCQ2-SQE8,2,119.98,-18.0,-12.42
112-0045600-8632240,False,2024-06-01 03:40:53,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
113-5568767-8646667,False,2024-06-01 03:39:09,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-4485216-9034609,False,2024-06-01 03:25:39,OX-04SP-XVTD,1,63.99,-9.6,-10.37
112-0497958-5871460,False,2024-06-01 03:15:20,FB-C76T-LUM2,1,133.99,-20.1,-5.28
111-7047549-5391433,False,2024-06-01 03:13:05,YP-X93Q-E3Q1,1,204.51,-24.54,-7.0
114-0715110-3521814,False,2024-06-01 02:51:26,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
113-9380443-9793862,False,2024-06-01 02:06:01,5Q-RW1O-LROZ,1,164.62,-19.75,-7.24
112-9947859-7397009,False,2024-06-01 01:52:41,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-4569484-8538652,False,2024-06-01 00:47:09,1S-50U2-CBTR,2,217.98,-32.7,-12.68
112-3945561-6770601,False,2024-06-01 00:06:29,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
114-4503816-2418603,False,2024-06-01 00:06:18,SL-9E0T-B799,1,109.99,-16.5,-7.41
112-1605490-7844264,False,2024-05-31 23:24:53,1S-50U2-CBTR,2,217.98,-32.7,-12.68
114-4190723-1978614,False,2024-05-31 23:00:13,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-6266086-8723438,False,2024-05-31 22:56:27,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-2315141-0307430,False,2024-05-31 22:56:26,QG-F35W-2A1W,1,65.99,-9.9,-5.25
112-9527927-7949818,False,2024-05-31 22:18:19,1S-50U2-CBTR,2,217.98,-32.7,-12.68
113-6747898-0628233,False,2024-05-31 21:56:42,1S-50U2-CBTR,2,217.98,-32.7,-12.68
114-1467082-9585813,False,2024-05-31 21:41:11,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-8064008-2993851,False,2024-05-31 21:03:29,4M-EFXB-MYIV,1,175.99,-26.4,-6.62
113-2248976-8674630,False,2024-05-31 20:46:48,1S-50U2-CBTR,2,217.98,-32.7,-12.68
113-4607251-0570658,False,2024-05-31 20:43:46,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
112-9210748-9515455,False,2024-05-31 20:33:15,RI-A8IC-1OH7,1,64.99,-9.75,-5.52
111-5878074-9909808,False,2024-05-31 20:32:32,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
114-5938816-3986634,False,2024-05-31 20:24:55,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-5598878-2825819,False,2024-05-31 20:23:57,OX-04SP-XVTD,1,63.99,-9.6,-10.37
114-4836828-3830613,True,2024-05-31 20:20:08,OD-KC1Y-XBET,3,233.97,-28.08,-11.7
114-5351963-6313837,False,2024-05-31 20:10:49,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-4238123-1280269,False,2024-05-31 19:57:21,QQ-DJOO-UPTP-stickerless,1,92.99,-11.16,-6.47
113-7381223-7827428,False,2024-05-31 19:34:16,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-5482719-8482619,False,2024-05-31 19:27:15,SL-QBLR-ZHBC,1,58.99,-8.85,-4.15
111-4585368-4200209,False,2024-05-31 19:21:26,1S-50U2-CBTR,1,108.99,-16.35,-6.34
112-0132630-3453072,False,2024-05-31 19:09:09,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
111-8292499-9776213,False,2024-05-31 19:08:14,QG-F35W-2A1W,1,65.99,-9.9,-5.25
114-5408096-0751410,False,2024-05-31 18:46:11,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-6834471-9333023,False,2024-05-31 18:23:56,LE-OLKD-W5XW,1,61.99,-9.3,-3.9
113-9668466-7357001,False,2024-05-31 18:22:48,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-3995580-0026621,False,2024-05-31 18:21:48,5Q-RW1O-LROZ,1,164.62,-19.75,-7.24
112-8055417-0120243,False,2024-05-31 17:31:19,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-6232996-7046619,False,2024-05-31 17:27:47,9M-HFKT-CC95,1,73.99,-11.1,-5.37
112-9429110-9297823,False,2024-05-31 16:20:44,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-0352254-7997014,False,2024-05-31 15:42:49,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
111-0352254-7997014,False,2024-05-31 15:42:49,4M-EFXB-MYIV-stickerless,1,175.99,-26.4,-6.62
113-4781567-5925810,False,2024-05-31 15:17:59,A5-A2GR-S5UN,1,25.01,-3.75,-3.68
111-2981882-4096233,False,2024-05-31 13:58:01,4M-EFXB-MYIV-stickerless,1,175.99,-26.4,-6.62
113-8057792-1793055,False,2024-05-31 13:46:30,QG-F35W-2A1W,1,65.99,-9.9,-5.25
114-4929782-3675469,False,2024-05-31 13:18:59,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-9973746-3789841,False,2024-05-31 12:52:37,7Z-OUTB-GSD3,1,21.99,-3.3,-3.02
111-8567426-5892228,False,2024-05-31 12:37:12,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
113-2976374-9137845,False,2024-05-31 12:21:31,OD-KC1Y-XBET,1,78.99,-9.48,-4.87
114-2979418-1591433,False,2024-05-31 12:01:27,FB-C76T-LUM2,1,133.99,-20.1,-5.28
111-3766748-3390667,False,2024-05-31 11:57:57,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
113-3287715-2056266,False,2024-05-31 11:39:59,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
113-6524999-4173013,False,2024-05-31 11:21:34,QQ-DJOO-UPTP-stickerless,1,92.99,-11.16,-6.47
114-6253370-7946650,False,2024-05-31 10:59:34,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
111-5630650-4754652,False,2024-05-31 10:42:52,OX-04SP-XVTD,2,127.98,-19.2,-20.74
113-3526025-0133867,False,2024-05-31 10:21:04,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
111-7043511-0212263,False,2024-05-31 09:54:32,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
111-5106822-7714623,False,2024-05-31 09:37:02,7Z-OUTB-GSD3,2,43.98,-6.6,-6.04
112-0364400-2908207,False,2024-05-31 06:40:22,QQ-DJOO-UPTP-stickerless,2,185.98,-22.32,-12.94
112-1871115-9882646,True,2024-05-31 06:35:57,7Z-DDMJ-TYSM,1,78.99,-9.48,-4.26
114-6658018-1194609,False,2024-05-31 05:48:20,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
114-6658018-1194609,False,2024-05-31 05:48:20,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
113-9246192-6473045,False,2024-05-31 05:36:05,J0-BD1D-A1WS,1,101.99,-15.3,-5.37
111-4216693-6669016,False,2024-05-31 05:15:13,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
113-5773477-3006617,False,2024-05-31 05:03:12,1S-50U2-CBTR,1,108.99,-16.35,-6.34
114-3249659-5417047,True,2024-05-31 04:51:53,OD-KC1Y-XBET,1,77.99,-9.36,-3.9
112-5988391-9321058,False,2024-05-31 04:25:36,QG-F35W-2A1W,1,65.99,-9.9,-5.25
112-6804623-9552231,False,2024-05-31 03:30:35,1S-50U2-CBTR,1,108.99,-16.35,-6.34
111-9849271-7341865,True,2024-05-31 03:20:48,OD-KC1Y-XBET,1,77.99,-9.36,-3.9
111-3838768-0253808,False,2024-05-31 02:59:35,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
113-6201776-1361005,False,2024-05-31 02:54:44,CZ-04KS-0DXC,1,127.99,-17.24,-4.55
111-4167944-8543414,False,2024-05-31 01:49:09,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-8707656-0918614,False,2024-05-31 01:33:35,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
113-1148647-4848242,False,2024-05-31 01:32:35,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
113-5225194-1609030,False,2024-05-31 01:08:11,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
113-4808275-4029864,False,2024-05-31 00:34:35,OD-KC1Y-XBET,2,157.98,-18.96,-7.8
113-8038836-7843436,False,2024-05-31 00:16:46,QQ-DJOO-UPTP-stickerless,1,92.99,-11.16,-6.47
113-3414909-2690631,True,2024-05-31 00:12:13,5Q-RW1O-LROZ,1,162.97,-19.56,-7.24
113-2686759-9453803,False,2024-05-31 00:07:26,QG-F35W-2A1W,1,65.99,-9.9,-5.25
114-4709993-9008231,False,2024-05-30 23:52:32,EC-BUGT-CT1W,1,55.99,-8.4,-5.52
113-4117571-8213018,False,2024-05-30 23:36:57,QG-F35W-2A1W,1,65.99,-9.9,-5.25
112-6419560-1610603,False,2024-05-30 23:26:22,1S-50U2-CBTR,3,326.97,-49.05,-19.02
113-5109908-4252251,False,2024-05-30 23:22:11,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-1637953-2775453,False,2024-05-30 23:11:33,OD-KC1Y-XBET,1,78.99,-9.48,-3.9
113-0497767-6297829,False,2024-05-30 23:04:23,1S-50U2-CBTR,1,108.99,-16.35,-6.34
113-8367847-8593868,False,2024-05-30 22:53:00,Z3-MTFW-2ERI-stickerless,1,107.99,-16.2,-3.9
111-9176394-1306643,False,2024-05-30 22:52:41,QG-F35W-2A1W,2,131.98,-19.8,-10.5
113-3629708-7341003,False,2024-05-30 22:51:46,OD-KC1Y-XBET,2,157.98,-18.96,-7.8
114-4746589-8772210,False,2024-05-30 22:40:49,7Z-DDMJ-TYSM,1,79.99,-9.6,-4.26
114-5305828-1259469,False,2024-05-30 22:19:20,5Q-RW1O-LROZ,1,164.62,-19.75,-7.24
112-0927653-2252204,False,2024-05-30 22:13:38,7Z-DDMJ-TYSM,2,159.98,-19.2,-8.86
